essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
4211	2	"There are many different things in the media that is shown everyday that is very offensive. Im sure everyone can honestly say that they've watched or heard atleast one thing in the media that they got offended by. Also people need to remember that this is a free country, and everyone has freedom of speech. None of the television company's, or radio stations should get in trouble, because it's freedom of speech.     I don't get offended by anything I read, listen to, anything on t.v. I really don't see how people can get offended by any of it, because it's not like anything is being directly said to that person who's offended. I have heard of people trying to sue record company's for songs that they found offensive. I think that is rediculous to try to sue someone just because you got offended by it. It's not the record company's fault if you took offense to it, and there is no reason why a fan should have to suffer because of a reason like that."	2	2		2	3	2	3																		
4212	2	"Certain materials such as books, movies, magazines, and comics can be offensive to certain people. When we look at a comic and see that the writer of the comic has said something offensive, what @MONTH1 seem offensive to you @MONTH1 not be offensive to anyone else. Certain pictures or writings that seem full of knowledge and vibrance to you @MONTH1 be completely something else in someone elses eyes.     How many humans inhabit the world today? About @NUM1 billion, researchers say. If you think about it, each and every one of those @NUM1 billion minds thinks differently. If a librarian takes away the knowledge that you find so vibrant, it is like taking away a person's ability to learn.      In the world today, many teenagers and young adults are becoming more involved. What that teenager reads in that magazine article could spark a whole new reason to help the world. For all you know, the magazine could have gotten the young adult or scientist one step closer to finding the cure for cancer. How could you just take that away? Again, the magazine could be offensive to a person who @MONTH1 have cancer or a doctor who treats cancer, but will they be offended when their cancer is cured? Or when the doctor can successfully say that all of the cancer in your body has gone away?     If we take everything away that could possibly be offensive to other people, we might as well just take all the books, movies, magazines, and comics away that have ever been created. Once again, something that @MONTH1 be offensive to you would not be offensive to another person, because about @NUM1 billion minds do not all think alike. If reading materials were taken away that are found offensive, our ability to learn and grow as humans might as well be taken away as well."	4	4		4	4	4	4																		
4213	2	"Culture and history are two very important aspects of the world. Liraries are placs that house these very things for the enjoyment of all who visit them. This is why i believe libraries should not censor any of their materials. Learning has always been and will be a key aspect of living and libraies offer this to people freely! How can one take that freedom away from another?    Not all things in the world and history are perfect and have occured in the ideal way. However, subjects such as slavery, the @CAPS1, and other controversial topics must be known about. These horrible happenings @MONTH1 offend some but they cannot be erased from the past. Learning is natural to humans yet we always try to fight it. It is not right to hide the truth.    Some people are easily offended and some are not. But the true question is,'who is to say what is offensive?'. There are people who believe that discussing @CAPS2 in the christian religion is offnsive and others who believe any type of homosexuality is also. Yet there are still others whose believes directly contradict these. Libraries must maintain all types of material becuase their purpose is to hold knowledge and not just what people want to know.    How can we make better decisions in the future if we do not recognize what has occured in the past? Removing information from the library because it is offensive is essentially depriving people solutions to problems. All aspects of culture and history should be preserved so that we can know where we came from, the mistakes we made, and how we plan to fix our new ones! History has never been in the control of man.    In conclusion, libraries should not censor any of their materials. What has happened in the past cannot be changed or altered to fit our ideal visions. And by doing this we deprive future generations of information that could potentially be useful. We must never forget who we are as a people, and where we came from. Our knowledge and ability to learn is our greatest asset and must be treasured."	4	4		4	4	4	4																		
4214	2	"People of all ages have the right to read any material that they want @CAPS1 or other family members @MONTH1 tell their children not to read about a certain topic. Those children will either listen to their @CAPS1 or not. If these children do not listen, we need to do something about it. We need to have rules in libraries. Children do not need bad influences in thier lives.Adults have the right to keep children away from this information.     Leaders of a library have many different sections in their library. Children and adults both have thier own sections as well as teens. These groups of people have a right to choose what material it is that they want to read, watch, or listen to. I believe that if we make the sections have an age limit we can prevent children from finding bad information. Right now, children can read this information at any time. Adults can eliminate it.     Children in libraries should be supervized. Too many books are about drugs, sex, or pregnancy. Reading this material @MONTH1 give off bad information to a child. Children are not old enough to be learning about sex. @CAPS1 should be the first to tell thier child about sex. Young children know about drugs and know that those drugs are harmful. Children learn about drugs in movies, books, and can hear about them in music. Many books deal with pregnacy as well. Learning about pregnancy make them think how that women got pregnant with a child. Those children then start to ask other adults and children.      Children can also read or listen about gun violence. Children read about gangs and think that it is cool. They then want to play with toy guns and pretend that they are in a gang. This information is very harmful and should not be allowed to children. After some children read about it they get thier friends involved. This information can spread across the school. Violence is very harmful for children.     Librarians are not in control of the material people wish to read. If that library has offensive material it is their job not to let that material get into a young persons hands. They should be able to have strict limits on age apropriate material. If a child tries to check out a book and it seems to be over their age limit, they should not be allowed to have the book. The sections that they @MONTH1 find harmful information should be closed to young children. Children in libraries should be supervized. Books about drugs, sex, or pregnacy @MONTH1 not be allowed for children to read. Violence in books seem to spread across schools. Adults can help prevent harmful information from all children."	4	4		4	4	4	4																		
4215	2	"I think that their should be rooms were certain adult books are at. I think that they should have to be of age to get the books in that section.     I feel strongly that libraries should have every differnt kind of book for anyone. Everyone goes to a library so i think it should be an open library and have all different kinds of books. If a kid or a teenager is trying to get an adult book someone of age should have to come their and check the book out for them.      I think that libraries are for everyone in a community and that not everyone reads and looks at good nice books some look at naughty books and they should have the right to go and check out books like that. When you go to a library you should be able to go their and get whatever genre that you want and their be no restrictions.      I think that the only restriction that should be made is the age limit on naughty adult books or novels and if they are very bad then they should be behind the desk and you have to be of age to get it.      My conclusion is, if you are going to look at all kinds of books they should have no restrictions on what you look at. You should be of age for romance novels and darougatory books but for the library they should have tons of books and magazines with no restrictions"	4	4		4	3	3	3																		
4216	2	"What do we find offensive? In a library there are hundreds of materials that can be offensive to anyone. For example with movies there are horror, sci-fi, comidey, romance, advinture, etc. and all of them are offensive to someone. If we were to take down all of the movies that are offensive to a person all the movies would be taken off.    Should we take all things that are offensive to us off the shelves, or leave them so people who do enjoy them do. I belive that we should leave these materials alone. It should not be right for us to choose what a public library should and shouldn't have on their shelves.     If a person finds a item offensive, then they should ecnore it, not make a big deal of it. Many poeple learn to keep their oppeins to themselves but some do not. People who juge by what they don't like, tend to make themselves known"	3	3		3	2	2	2																		
4217	2	"Censorship is the most foul and terrifying part of society.  Our lives have been taken over by politcal correctness, so much so that our voices are no longer our own.  Until recently we had the freedom to convey our thoughts, no matter what those thoughts were, in any form of media.  But now if something is found to be offensive in any way it is essentially burned.  Censorship limits our freedoms, takes away our @CAPS2 as citizens and people, shields us from the truths of the world, and limits the knowledge we can take from, as well as ensuring that one day there will be nothing left of media.     The @CAPS1 of @CAPS2, the document that our country lives by, says that we as people have the right of free speech.  Censorship actively and violently violates that right.  Our country was built on free speech, and now it is being taken away.  Our own words forced down our throats, never allowed to come out.  Censorship ensures that no opinions will be heard, that no one's beliefs will be questioned, that no one can assume or think for themselves.  Is this not what we are supposedly guaranteed by freedom of speech?  We are supposed to be able to say anything we want to say.  We know there are consequences for saying certain things, but we are supposed to be allowed to say them.  Letting our own ideas into the world allows for new ideas to form.  Arguements come, but these arguements allow people to see other ideas that they hadn't thought of and look at issues from new perspectives.  We are able to see our world through different eyes when we hear or read someone else's opinions.  And from there we can form our own opinions, allowing our world to be rich with iddeas and knowledge, and allowing our society to advance.  But censorship wants to take this all away from us in order to please everyone.  But there will always be someone who is unhappy.  It's the inevitable truth.     Censorship is trying to shield us from the ugliness of this world.  In a way this makes sense.  We don't want our children to understand the atrocities that happen in everyday life.  We don't want them knowing what's happening behind closed doors.  However, if we don't allow people to open these doors, they can never understand the world or be prepared for the experiences that are to come.  Learning the harsh realities of our society educates people, allowing them to stop these realities as well as be prepared for when they happen to them.  For example, let's look at the issue of rape.  Rape is a horrible thing, but it happens.  It is a nasty part of reality.  Rape can be censored from books, televsion, and other forms of media.  We can walk around pretending rape doesn't exist.  But that doesn't accomplish anything.  That doesn't get rid of rape.  It still exists.  And if the people are uneducated on the issue of rape, how will it ever stop?  How will a rape ever be able to be prevented?  How will someone know what to expect or what to do?  By censoring rape from media, we are ensuring that the people in future generations never learn about rape.  Knowledge of rape is important if it is ever going to be stopped.  Pretending something doesn't exist doesn't get rid of it.  Censorship is supposed to protect the people, but it doesn't.  It hurts the people, cutting off their access to knowledge.     We as people need knowledge.  We live off of knowledge.  And the way we obtain this knowledge is through media.  Censorship takes away pieces of knowledge gradually.  It @MONTH1 not seem like a lot is missing now, but as time goes on the gap will increase, and more knowledge will be taken from our grasp.  Is this fair?  Is this right?  Is this helping us?  How does cutting out knowledge ever help?  It brings us backwards in time, makes us fear.  It is human nature to fear the unknown.  The more that becomes unknown, the more we have to fear.  Censorship is taking away crucial pieces of knowledge that we must understand to get along in society.  This is wrong and immoral.  It is unfair, if nothing else.  We should be allowed to take from any knowledge that exists.  No good comes from hiding it.     Lastly, this gradual burning of knowledge is affecting society in horrid ways.  And as time goes on it can only get worse.  Censorship is based off of offensiveness.  If something could be offensive, it is disposed of.  However, everything that exists in society could be offensive to someone.  Therefore everything and everyone should be censored in order to fulfill the goal of censorship.  This means all media of any kind should be destroyed.  No one should say anything.  The world would be forced to be silent.  All knowledge would be taken away.  Chaos would ensue.  The people's freedom would be completely taken away.  The freedom to know would vaporize right in front of their eyes.  This is our future if we allow the censorship to continue.  We cannot allow our lives to be taken over by censorship.  Yes, people's feelings will be hurt, but we cannot rid our world of ideas and knowledge purely to spare feelings.  These ideas and knowledge are too important to let censorship take away.     Censorship is taking away our freedoms and @CAPS2, slowly stealing them away from us.  It also tries to shield us from reality, but instead hurts us, ensuring that we will never understand our world and never be able to stop the very things that are being censored.  Censorship is affecting society, ensuring that our freedoms are to be taken away.  All knowledge will be trashed and no one will be able to voice their opinions.  A very dark future waits for us if censorship continues.  Only by helping people to understand censorship and the wrong it does to society can we gain back our freedom of speech; the freedom we are supposedly guaranteed, but censorship is desperately trying to take away."	6	6		6	4	4	4																		
4218	2	"Materials that are found offensive should not be taken off the shelve. People might need those materials for research or if they just want to find out about something. If the material is offensive to someone they can report it but the people that work at the library might not do anything about it. The people that find something offensive could also ignore it and walk away.     If I found something that was offensive to me I would just ignore it. I might look at it to see what it says but I would not say anything about it. There are some people that would have to look at that for research or something else. So why get it removed from the shelve? I have not seen anything that would be offensive to me yet but, if I did then I would not say anything. Now some people would say something but, what if you walked in a library looking for a book for your research paper, and it was not there because someone found it offensive? What would you do? Yes you could get on the internet but, it might not have what you are looking for exactly.     I have had a lot of research papers. There was one time when I went to the library and could not find a book or a magazine to help me with my research. I had to wait for over an hour just to get on the computer to look information up. When I did get on the computer I only had an hour to look up everything. I did not get it done in time and had to turn it in late. Computers are good for looking up stuff, but when you have a book in mind that would give you a lot of information, you go for the book not the computer.     I know there are materials that are offensive to people. I know people get mad at them but, it is not the librarys fault. They most likely have to have those materials on the shelve because that is whats required of them. So if people do get mad they can report it or just walk away and ignore it."	4	4		4	4	4	4																		
4219	2	"To @CAPS1 it @DATE2 concern,     @CAPS2 in life has to deal with something offensive towards them at least once. It @DATE2 be swear words in a popular song, or even people's behavior and actions on a regular basis. Be that as it @DATE2, nobody was made perfectly, and we all have to learn to cope with people's flaws. The library is for everyone; not just you specifically. Just like people's personalities we have to deal with different things that fit those specific personalities. @PERSON1's quote said, 'But if I have the right to remove that book from the shelf...then you also have exactly the same right...' @CAPS3 is a strong and truthful accusation, and I believe that things in a library should should have some censorship, but up to a specific point.     We all realize that the biggest population of people in a library-- and perhaps the most innocent-- are children. Each parent has different values and standards for their child. What @DATE2 be offensive to one parent @DATE2 not be to another. If one mother thinks a book that talks about something she believes to be inappropriate to her children should be removed, another mother @DATE2 not. The first mother's opinion is different than everyone else; she could say she wanted @CAPS3 book removed from the library, but then so could the second mother about a different book. If everyone voiced their opinion on what books they didn't think were appropriate for their children, then we would 'have no books left on the shelf for any of us.' according to Katherine Paterson. I believe she is right. Besides, who is to say what is right for everyone?     Not one person has the same morals or values as another. For one person to declare what is right could highly offend another individual. I have dealt with situations like @CAPS3 before; everyone has. People tell me what they believe to be right, and I do not agree with them. It is simply a matter of everyday life; people's opinions and morals are going to clash. Eveyone is different, and if one person doesn't like a certain magazine in the library, another person @DATE2 not like a different one. If we were to all voice our own opinion on what we want censored and what we don't, nothing would be left. The library shelves would be completely empty. Even though everyone has different opinions on what should stay and what should go, I do believe that there should be some censoring up to a certain point.     Taking into account everyone's diversification in @CAPS3 world, I do believe that there should be censorship up to a certain point. If something is in a book that a good majority of the population are against, I believe that the book, or books should be removed. I am not saying that because a couple of people weren't for a certain artist from the @DATE1 that it should be taken away at once. If it is a major issue that highly offends many people, it should not be in a public library. Libraries are for obtaining information, and for reading; not for brewing up offensive opinions on certain topics. There should be a certain limit on what is in a library, because there are things out there people really shouldn't be seeing or hearing. But it shouldn't get to the point where people can just remove books from the shelf at their own free will. Without some limit on censorship in a library, absolutely anything could be found there.     When we think of a library we don't think of things that are offensive. People view the library as a positive place, created for people's own personal enjoyment. That doesn't mean that we will never find something that @DATE2 offend us in some way there, but people should not be able to just remove books from the shelf because they don't agree with their morals. @CAPS2 is different, and nobody has the right to tell them what exactly is right or wrong, up to a certain point. I know from experience that it can be a tough thing to ignore sometimes, but we all seem to do it everday with the people around us; we can't just choose to get rid of them. @CAPS2 wants to be comfortable, but sometimes we just have to deal with things in life like a book we don't deem appropriate. So I believe that in a way, an excessive amount censorship on things in a library can be a bad thing. If we all could get rid of what we wanted in a library, there would be nothing left. Afterall, I wouldn't mind walking into a library with shelves full of magazines and books, instead of one completely empty.     Thank you."	5	5		5	4	4	4																		
4220	2	"Libraries are ment for all types of books, movies, music, magazines. It gives you a variety of things to look at or even check out. An offensive book or movie or even music shouldnt be taken off the shelf just because it has a few bad things in it. People @MONTH1 or @MONTH1 not agree with this, but everyone is entitled to their own opinion. Through my own experiences, observations, and the reading I will help and explain my own opinion in why i dont think offensive books, movies,music, and magazines should not be taken off the shelf.     If a book is offensive it does not deserve to be taken off the shelf. Somebody most likley worked hard on that book so it could be put on to the shelf. If you find a book offensive it should be put off into a different section that tells you in head of time what books are in that section. I have not had any real experiences with this but I know people are awear of what are in the books before they're put onto the shelf and would therefore not put anything offensive next to a childrens book. Same thing with music and @CAPS1's. Music is music and it is there to be listened too. People like all types of music and have their favorite bands so if they dont like certain bands because they swear or whatever doesn't mean that album deserves to be taken off the shelf. @CAPS1's usually have the rating on the front so if it is not appropriate for your age than dont pick it up. If it has nudity or sexual content it will tell you or be put in a different section. For instance at my old library where I used to live in @LOCATION1, @LOCATION2 they would put all rated @CAPS2 movies into a different section and if you were going to check it out you would have to be @NUM1 or older or have a parent with you. It is really all up to the person, they could either make the right choice or the wrong choice. It's not the libraries fault if you pick up an offensive book because well, you should have some common sense.          The libraries shouldnt have to take offensive things off the shelfs because some people lack common sense or just dont know what they are doing. They could make more of an effort too kind of seperate bad from good, wrong from right, and even appropriate to non appropriate. But it is usually all up to the person making that decesion.                                                             - @PERSON1"	4	4		4	3	3	3																		
